"","x1h","x2h","fz","yh","x1","x2","y"
"1",-1.54498215283322e-05,1.13861398246509e-06,0.0591091093049216,1.80182065828846e-05,-0.560475646552213,-0.533268728522519,-0.999421890394865
"2",1.67209421147766e-05,2.98600074245783e-06,0.0164053042086143,0.000417423890869745,-0.23017748948328,1.21488251681402,5.80053011526205
"3",4.32163527653533e-05,2.38340489638748e-05,0.0119496124223662,6.45805551437101e-05,1.55870831414912,0.752889394918423,2.46763799006545
"4",-9.69880899511155e-06,-9.27395121247254e-07,0.0497993945216007,0.000304690480178653,0.070508391424576,0.215850088402336,4.28588818409894
"5",-3.84839701831623e-07,-7.48242703599143e-06,0.0149247370644273,6.74774336821893e-05,0.129287735160946,0.88865675331104,1.60623343334736
"6",1.588327121456e-06,3.09073144317888e-06,0.143842461686354,0.000201341392662057,1.71506498688328,0.788468455484994,3.79403901220766
"7",-4.27242039448099e-06,5.91064791562858e-06,0.0444578313207949,2.31025906725972e-05,0.460916205989202,0.143666538142351,2.44583184731855
"8",-7.82734048441713e-06,-6.47283887753501e-06,0.0862623877446836,0.000362631338600063,-1.26506123460653,-0.223556873119784,1.92936116413988
"9",-1.01994170154966e-05,1.30859621032072e-06,0.143460865972089,2.56808148058532e-05,-0.686852851893526,0.870797260925343,-0.236822839713881
"10",-2.82450993259816e-06,-9.89554235565636e-07,0.102599088323953,0.000128120174562875,-0.445661970099958,0.392492768196186,-1.61143651055094
"11",6.82334982221922e-06,-1.33801386539436e-06,0.105239311980865,2.03228694799833e-05,1.22408179743946,-0.202939216642142,1.3734351878146
"12",1.15457254199753e-06,2.66188970737887e-07,0.111089233327301,0.000304416905201036,0.359813827057364,0.386339884021976,4.4425971487679
"13",1.11258043883365e-06,-6.3548268675612e-07,0.062353403024868,-1.14777718587576e-05,0.400771450594052,0.136391381848205,0.282862582313871
"14",1.06087800388491e-05,1.47174901145285e-05,0.0418787529215783,-1.73774085624745e-05,0.11068271594512,0.610424840789072,1.35829927374727
"15",9.56580416294245e-06,5.31515475533904e-06,0.0383153136092259,0.000532855850180299,-0.555841134754075,1.32210597894405,4.40223860863308
"16",9.33520022070598e-05,-7.17406764724156e-05,0.00269290011331305,0.000167617804038627,1.78691313680308,-1.37922339657195,2.2259204165365
"17",-1.53536545101161e-05,1.68346520267989e-05,0.0187597471595319,0.000180063387686658,0.497850478229239,-0.897003277084337,1.45989982974133
"18",-4.1856794081845e-06,-1.22689370438942e-06,0.0942777654963207,0.000132445806288262,-1.96661715662964,-0.206244350208613,-0.0819537034748278
"19",-4.58625602808897e-06,2.78609991616646e-06,0.145346665940454,2.83772399959454e-05,0.701355901563686,-0.0285243391104151,-0.068625481326934
"20",3.42795778420729e-07,4.83518956140497e-06,0.163207143782503,0.000140276281850063,-0.472791407727934,-0.107604255182888,0.628100601646669
"21",1.86550342005502e-06,-8.95087590788322e-06,0.120071835033543,0.000131507660526537,-1.06782370598685,-1.23804596479268,0.909394303016849
"22",9.18175763907647e-06,5.2563148371231e-06,0.0187894723667072,0.000576765584509615,-0.217974914658295,0.122680268415495,6.24786484678777
"23",4.4358553544189e-08,7.24105093480057e-06,0.110904685503691,0.000252651622201082,-1.02600444830724,-0.12359216464919,2.48885637044606
"24",-1.54463673581809e-05,-9.1252861376283e-06,0.00595944276884319,-0.000131956943725003,-0.72889122929114,0.0936549766210562,-1.90996344251519
"25",3.9668124495984e-06,-9.45387174207e-06,0.0561226870186632,0.000141130496244045,-0.625039267849257,-0.219079540114722,0.615023370745506
"26",-2.36776858395621e-06,4.50955842602878e-06,0.147216876120201,0.000216056764389502,-1.68669331074241,2.24057144583914,1.22811907193054
"27",2.76406630574733e-06,2.97444514204581e-06,0.166430119699834,0.00012090176014019,0.837787044494525,-0.607654613582354,0.541794824706262
"28",-2.86811271834608e-06,2.8788893407536e-06,0.141661082639509,1.76802623318398e-05,0.153373117836515,-1.45058444695246,-1.39170079702715
"29",3.20194136129105e-06,-2.8554957289874e-06,0.107068482895263,5.09615946315284e-05,-1.13813693701195,-0.887839078770438,-3.27288006931191
"30",-9.93376166564367e-06,1.5592347996912e-05,0.00211454420761047,-0.000133146916372623,1.25381492106993,-0.19600366529477,-1.06595877992996
"31",-4.04028303573645e-06,-9.09066886853206e-06,0.0495425293363694,-5.72745822800031e-05,0.426464221476814,-0.746564108528363,0.470555137259828
"32",-1.38563354082754e-06,-7.364635690246e-07,0.0914767429687977,1.32313598166865e-05,-0.295071482992271,0.796033012885464,-0.497475395488527
"33",2.10227632038834e-06,2.35446330253688e-06,0.156464635642855,0.000135329338145383,0.895125661045022,1.45546938113721,4.33361868652658
"34",-6.68989437280719e-06,-2.11141526611198e-06,0.0235960890407784,3.70770026845801e-05,0.878133487533042,2.97206542309408,2.80294884039856
"35",2.19637159474561e-06,1.33003902008091e-06,0.0681787215432417,-1.083125868602e-05,0.821581081637487,-0.84899441904383,0.175693555747281
"36",4.98993729409601e-06,1.82360436579255e-06,0.117321606010878,9.95939716754004e-06,0.688640254100091,-0.91211792220383,0.638898936469981
"37",3.32482766117629e-06,-1.49807494806079e-06,0.0950991954011625,4.77108525788257e-06,0.553917653537589,-0.817829783104432,-0.0829778308519197
"38",-8.7804990717942e-06,1.98831629004624e-06,0.134971945807443,2.027064550854e-05,-0.0619117105767217,0.738487742611907,-1.40829491703845
"39",2.68493652991777e-06,-1.29879029154646e-06,0.13496788361045,0.000108183393416916,-0.305962663739917,-1.19870235697178,-1.60555733549748
"40",-9.08010761192912e-06,-6.30386076542284e-06,0.0677605963367354,0.000409941574398935,-0.380471001012383,0.443529596079818,5.49354465767204
"41",2.04135424956787e-06,-1.86905150187402e-05,0.0419869974565438,0.000150651078523602,-0.694706978920513,-1.71116410464035,-0.0649698957668774
"42",-3.7363317434269e-06,-4.13111696287501e-06,0.028983375071815,-6.6489678893909e-05,-0.207917278019599,0.450444219648912,-0.41008925786469
"43",1.50188258667147e-05,-5.88486638435525e-06,0.0316406109240695,0.000402756323460563,-1.26539635156826,0.329981264203202,3.03809608130661
"44",8.65650351623115e-06,-2.51474896112173e-06,0.131683779305847,9.02297098823382e-05,2.16895596533851,-0.438285248196524,2.30945062495773
"45",2.28096741142451e-07,-1.10154828300488e-06,0.149865002116442,7.59742029951374e-05,1.20796199830499,0.0622841523753494,1.89482751751327
"46",8.66644956572081e-06,2.0770486537111e-06,0.0785505448234886,-4.40721838599237e-07,-1.12310858320335,0.0851912252333352,-1.04029835989822
"47",-7.77961936772003e-06,1.18871565061312e-06,0.144075788232516,0.000199351658778411,-0.402884835299076,-0.205612222719292,0.671329398166007
"48",-2.78504549969899e-07,5.59280007931224e-06,0.0530886813654323,0.000462994399346263,-0.466655353623219,1.36548234403008,6.09155621347083
"49",-3.61452378632121e-06,-5.02334683277455e-06,0.0864652712921067,0.000356421117415392,0.779965118336318,-1.56817759964501,3.93104396501292
"50",-1.23389078407578e-06,-7.07461903964688e-07,0.100465271304565,0.000115012367840818,-0.0833690664718293,2.89772191257983,3.33597603616452
"51",8.38196451585229e-06,-4.59451221334366e-06,0.0585147110024861,0.00010822996280994,0.253318513994755,-1.38632540109575,-0.579461514165383
"52",1.9954601418765e-07,-4.09068225886455e-06,0.135141037537576,0.000120705824632278,-0.028546755348703,2.01409728070655,3.27370360699534
"53",-5.83021254846546e-06,-2.40333067056315e-05,0.0112514486065713,2.52396922406721e-05,-0.0428704572913161,-0.0568082061199172,-0.0901964029363802
"54",-4.72903600309547e-06,3.9651830812072e-07,0.152327579747403,5.65880220421691e-05,1.36860228401446,1.42106435987679,4.10658085412761
"55",4.0664662584202e-06,-2.5174122800185e-06,0.0821218445900807,0.000189194654097553,-0.225770985659268,-0.900719858568742,1.54666037741671
"56",-4.86308307352997e-06,6.31184014888488e-06,0.0176692404174655,-6.90621045078286e-05,1.51647060442954,0.815599171486519,2.72624716388319
"57",-8.86892247579796e-06,1.84025925039672e-06,0.130689594231486,2.10368628175394e-05,-1.54875280423022,-1.96302927641082,-3.10147704357171
"58",7.80755784733179e-06,-2.20639724028262e-06,0.125553369781482,8.73533179362703e-05,0.584613749636069,0.00550315190426684,0.72950968938445
"59",-2.33189005414702e-06,-8.27596777285542e-06,0.034415227006942,-7.35517862294539e-05,0.123854243844614,-0.575540406309151,-1.50641070086322
"60",-3.92728068284122e-06,-1.3084383212479e-06,0.156572025725598,6.61327402122764e-05,0.215941568743973,-0.701496076147616,0.982689720077267
"61",-4.37760524961097e-06,1.62521434805414e-06,0.0840698381809242,4.82742473732236e-05,0.379639482759882,0.487570786747405,1.14818015804159
"62",1.38324660811555e-05,4.00777576899234e-06,0.100122075915571,1.87306578472443e-05,-0.502323453109302,1.01978635539661,-0.107941316221097
"63",2.98436279868074e-06,4.33740230738549e-06,0.045629730483463,0.000550816343299006,-0.33320738366942,-0.4780936210922,7.30855000857977
"64",-1.04011263982215e-06,4.64124163761689e-06,0.0340728544617386,-3.25265590878825e-06,-1.01857538310709,1.21185694256205,-0.424203994981324
"65",-6.807325035993e-06,-9.98006824709812e-07,0.0521730398165777,1.37243085269753e-05,-1.07179122647558,0.595456772681614,2.8635562096497
"66",7.73261372210654e-06,1.76585954593603e-06,0.108651991250042,2.48160745591533e-05,0.303528641404258,-0.632779147802796,0.529758185518483
"67",3.68476184200142e-06,2.2666190203811e-06,0.0334351873302769,0.000451151364358518,0.448209778629426,-0.539412930964595,5.87585565279548
"68",-3.06102225741304e-06,9.02030272098455e-07,0.0493255643347764,0.000500900842616314,0.0530042267305041,-0.284551972149244,5.9252615778907
"69",8.14143160470865e-06,-1.71436515698943e-06,0.140491646477057,0.00010224959652104,0.922267467879738,0.762893024062399,2.49927380866145
"70",-6.66065018347097e-06,-9.81801654736454e-06,0.0833608049199607,0.000264860660334088,2.05008468562714,-1.08578513783612,4.94363323876966
"71",-6.73743903819995e-06,2.03965243495985e-06,0.0576049861940053,0.000346534844990804,-0.491031166056535,-0.514977139897659,2.10249866524284
"72",5.9400409922956e-06,-7.96407129408987e-06,0.0992214540933725,0.000134828561641261,-2.30916887564081,-0.378991645674995,-0.862806716084382
"73",7.24351977320383e-06,1.12040849594412e-06,0.0744871816829847,-4.58271379726626e-06,1.00573852446226,1.83456567887296,3.1755619767001
"74",-1.0094272886417e-05,-8.78928244346728e-06,0.079358203004357,0.00031242421872108,-0.709200762582393,0.621303764119525,4.35185963260837
"75",8.38308466611948e-07,2.41138323633019e-06,0.133086923258649,0.000210321717934088,-0.688008616467358,-1.19845180554778,3.04527001659981
